user_id,nickname,total_reviews,REVIEWER_INFO,BRAND_NAME,goods_name,option,REVIEW_DATE,REVIEW_RATING,REVIEW_ADDITIONAL_INFO,review_likes,REVIEW_CONTENT,PRODUCT_NAME,has_price_info,토너여부,브랜드여부
7a6bf03006e437da960feb6b5d1334bf,lOvEmJj,,"combination / winter_cool / moisture_control,pores,elasticity",독도토너,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),none,2025-03-21,5,,0,순하디 순해서 부담없이 아침 저녁 매일 촵촵 사용중인데 좋습니다,라운드랩1025독도토너500ml,TRUE,Y,#N/A
ed02d91e026afc71575bc20c31df14d0,용돈으로내옷사기,,combination / winter_cool / soothing,독도토너,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),none,2025-03-22,5,,0,한달 동안 사용했고 만족합니다. 깔끔합니다. 좋아요.,라운드랩1025독도토너500ml,TRUE,Y,#N/A
10317e8a98d4bda39e475bfc1628e283,니니:,238,"combination / summer_cool / soothing,brightening",독도토너,1025 독도 토너 200ml,NONE,2025-03-23,5,,0,늘 사용하는건데 구매 저렴하게 해서 좋아요 그리그 촉촉하고 보습도 좋아서 마음에 들어요 다음에도 무신사에서 구매해야겠어요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
baa085c7eb109dae4d799dfa392adb64,호호아저히,178,"oily / fall_warm / soothing,moisture_control,nutrition",독도토너,1025 독도 토너 200ml,NONE,2025-03-23,5,,0,피부결 매끈해지고 순해서  여드름이나 잡티 안나요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
4a367ce1805c6d9769dec0fd3ed744d6,hhlimm,94,"oily / spring_warm / moisture_control,elasticity,soothing",독도토너,1025 독도 토너 500ml + 독도 로션 200ml,none,2025-03-23,5,,0,지성도 사용하기 좋은 산뜻한 재형이라 늘 믿고 구매합니다~!!,라운드랩1025독도토너500ml독도로션200ml,TRUE,Y,#N/A
4a367ce1805c6d9769dec0fd3ed744d6,hhlimm,94,"oily / spring_warm / moisture_control,elasticity,soothing",독도토너,1025 독도 토너 500ml + 독도 로션 200ml,none,2025-03-23,5,,0,항상 쓰는 기본 스킨케어템인데 세투로 나와서사봤어요!,라운드랩1025독도토너500ml독도로션200ml,TRUE,Y,#N/A
40495bad35a0cf7ff7f2a018fd73d72a,jooyyyy,100,combination / winter_cool / acne,독도토너,1025 독도 토너 200ml,NONE,2025-03-24,5,,0,배송 엄청 빨랐어요 촉촉하고 피부결 정돈하기 좋아요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
2ba2791776341a2b47ca02e246b03d1c,파파라파팡,97,"oily / fall_warm / acne,soothing,moisture_control",독도토너,1025 독도 토너 200ml,NONE,2025-03-25,5,,0,순해요 자극 없어서 그냥 막 쓰기 좋아요 재구매함,라운드랩1025독도토너200ml,TRUE,Y,#N/A
3cbc672673a52a3113b1680b57758ec3,니키소리,,"oily / spring_warm / acne,nutrition",독도토너,1025 독도 토너 400ml (+독도 크림 5ml 증정),NONE,2025-03-25,5,,0,피부에 자극 없이 순하고 흡수가 빨라요. 수분감이 오래 지속됩니다,라운드랩1025독도토너400ml,FALSE,Y,#N/A
7f8a930a0e57b9425accb09aa909386f,강렬한하얀벌키,21,"oily / summer_cool / pores,soothing,acne",독도토너,1025 독도 토너 200ml,NONE,2025-03-26,5,,0,이 토너사용하면 좁쌀이 잘 안나서 좋아요 순하고 가격도 착해요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
4657372b14e9c250e2ee0e7c3bea9bf2,양진1234,20,"oily / fall_warm / soothing,moisture_control",독도토너,1025 독도 토너 200ml,NONE,2025-03-26,5,,0,가볍게 피부결 정리하기 좋습니다 수분감이 적당해서 좋아요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
2e24944408cfbf4e628f5f5c12b0c863,정확한신사숄더백,213,"dry / summer_cool / soothing,acne,nutrition",독도토너,1025 독도 토너 200ml,NONE,2025-03-26,4,,0,"순하고 자극없어요~ 촉촉하고 보습, 진정효과에 좋아요~ ??",라운드랩1025독도토너200ml,TRUE,Y,#N/A
5614837926fa47bae669914fb925eaaf,폭염엔분홍세럼,32,"dry / summer_cool / soothing,brightening,nutrition",독도토너,1025 독도 토너 500ml + 독도 로션 200ml,none,2025-03-26,4,,0,토너가 그냥 진짜 완전 물 같긴한데  그래도 순한 것 같아서 괜찮아용,라운드랩1025독도토너500ml독도로션200ml,TRUE,Y,#N/A
5614837926fa47bae669914fb925eaaf,폭염엔분홍세럼,32,"dry / summer_cool / soothing,brightening,nutrition",독도토너,1025 독도 토너 500ml + 독도 로션 200ml,none,2025-03-26,4,,0,제가 썼던 토너랑 로션 중에 제일 무난하고 순한 것 같아용,라운드랩1025독도토너500ml독도로션200ml,TRUE,Y,#N/A
93118b0887f49e03b521ca92a45eb486,은썽은썽,,"combination / spring_warm / soothing,elasticity,nutrition",독도토너,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),none,2025-03-26,5,,0,대용량이라 부담없이 온 가족이 사용하고 있어요 세안후 피부정돈하는데 딱 입니다 자극도 없고 세럼바르기 전에 발라주니 너무 좋아요,라운드랩1025독도토너500ml,TRUE,Y,#N/A
57baf100618ffc8b01ec9eee12254c6f,_dalhaeb,348,"combination / summer_cool / pores,soothing,moisture_control",독도토너,1025 독도 토너 200ml,NONE,2025-03-27,5,,0,성분 좋아서 이 제품 쓰고 트러블 난 적은 없습니다,라운드랩1025독도토너200ml,TRUE,Y,#N/A
39dce2ad1bc4113af979615ca7b26418,별명너무많다,174,"combination / winter_cool / acne,moisture_control",독도토너,1025 독도 토너 200ml + 독도 로션 200ml,none,2025-03-27,5,,0,처음에 토너 구입후 피부에 맞고 순해서 이번에 로션까지 있는 세트로 구매하여 사용중입니다.,라운드랩1025독도토너200ml독도로션200ml,TRUE,Y,#N/A
f13222727ceba522593139e3202c8b5e,홍홍세진,,"sensitive / winter_cool / acne,moisture_control",독도토너,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),none,2025-03-27,5,,0,베이스로 뿌리기 너무 좋고 가격에 비해 양이 엄청 많습니다,라운드랩1025독도토너500ml,TRUE,Y,#N/A
65744fa3a4e9cc28b2b60f837fc5e829,아원플래티넘,,oily / summer_cool / soothing,독도토너,(사용안함) [파우치증정] 1025 독도 트래블 키트 4종 (토너+로션+선크림+클렌저),NONE,2025-03-29,5,,0,여행할 때 유용하게 잘 쓸 것 같아요. 파우치도 귀엽고요!,라운드랩1025독도트래블키트4종,FALSE,Y,#N/A
3e6c8d96039a2b1fdb103128feb5c842,냉동블루베rㅣ,176,"combination / spring_warm / soothing,brightening",독도토너,1025 독도 토너 200ml,NONE,2025-03-30,5,,0,이만한 가격에 이만한 제품은 없다고 생각합니다.,라운드랩1025독도토너200ml,TRUE,Y,#N/A
81a401e425757068358583e78923d62c,성ㅕㄴ,26,"combination / spring_warm / pores,moisture_control",독도토너,1025 독도 토너 200ml,NONE,2025-03-31,5,,0,기본템 토너로 촉촉하고 보들보들 매끈한 느낌?! 좋아여!!!!,라운드랩1025독도토너200ml,TRUE,Y,#N/A
